symbol,timestamp,price,volume,bid,ask,kinesis_timestamp,sequence_number
AMZN,2025-12-26T15:13:23.622568,135.45,2727,135.44,135.46,2025-12-26 15:13:23.719000-06:00,49670264113246220113422590910527030718674273262951727106
JPM,2025-12-26T15:13:23.677440,144.04,4114,144.03,144.06,2025-12-26 15:13:23.773000-06:00,49670264113246220113422590910530657496133117150475845634
AAPL,2025-12-26T15:13:23.732426,122.7,1984,122.69,122.71,2025-12-26 15:13:23.830000-06:00,49670264113246220113422590910542746754329263442222907394
GOOGL,2025-12-26T15:13:23.788300,155.13,7364,155.11,155.14,2025-12-26 15:13:23.884000-06:00,49670264113246220113422590910543955680148878071397613570
MSFT,2025-12-26T15:13:23.842412,344.77,8262,344.74,344.81,2025-12-26 15:13:23.939000-06:00,49670264113246220113422590910545164605968492700572319746
AMZN,2025-12-26T15:13:23.898021,134.75,8900,134.74,134.77,2025-12-26 15:13:23.994000-06:00,49670264113246220113422590910547582457607721958921732098
JPM,2025-12-26T15:13:23.954119,142.76,6949,142.75,142.78,2025-12-26 15:13:24.049000-06:00,49670264113246220113422590910564507419082326767367618562
AAPL,2025-12-26T15:13:24.007872,122.64,6649,122.63,122.66,2025-12-26 15:13:24.104000-06:00,49670264113246220113422590910566925270721556094436507650
GOOGL,2025-12-26T15:13:24.064172,155.14,8630,155.12,155.15,2025-12-26 15:13:24.167000-06:00,49670264113246220113422590910568134196541170723611213826
MSFT,2025-12-26T15:13:24.126874,346.41,3527,346.38,346.45,2025-12-26 15:13:24.226000-06:00,49670264113246220113422590910570552048180399981960626178
AMZN,2025-12-26T15:13:24.184809,134.69,6974,134.68,134.71,2025-12-26 15:13:24.280000-06:00,49670264113246220113422590910572969899819629240310038530
JPM,2025-12-26T15:13:24.238814,142.2,8460,142.19,142.22,2025-12-26 15:13:24.334000-06:00,49670264113246220113422590910576596677278473127834157058
AAPL,2025-12-26T15:13:24.293660,121.42,2643,121.41,121.44,2025-12-26 15:13:24.388000-06:00,49670264113246220113422590910579014528917702386183569410
GOOGL,2025-12-26T15:13:24.346706,156.45,9305,156.44,156.47,2025-12-26 15:13:24.442000-06:00,49670264113246220113422590910581432380556931644532981762
MSFT,2025-12-26T15:13:24.399585,344.7,7167,344.67,344.74,2025-12-26 15:13:24.496000-06:00,49670264113246220113422590910591103787113848677930631170
AMZN,2025-12-26T15:13:24.454708,134.33,5221,134.32,134.34,2025-12-26 15:13:24.550000-06:00,49670264113246220113422590910594730564572692565454749698
JPM,2025-12-26T15:13:24.509411,141.53,3969,141.51,141.54,2025-12-26 15:13:24.610000-06:00,49670264113246220113422590910595939490392307194629455874
AAPL,2025-12-26T15:13:24.568508,121.3,6992,121.28,121.31,2025-12-26 15:13:24.668000-06:00,49670264113246220113422590910612864451866912003075342338
GOOGL,2025-12-26T15:13:24.626241,155.24,8926,155.22,155.25,2025-12-26 15:13:24.722000-06:00,49670264113246220113422590910616491229325755890599460866
MSFT,2025-12-26T15:13:24.681098,341.93,7293,341.89,341.96,2025-12-26 15:13:24.777000-06:00,49670264113246220113422590910620118006784599778123579394
AMZN,2025-12-26T15:13:24.736012,133.38,8657,133.37,133.4,2025-12-26 15:13:24.832000-06:00,49670264113246220113422590910621326932604214407298285570
JPM,2025-12-26T15:13:24.791961,140.38,5369,140.36,140.39,2025-12-26 15:13:24.890000-06:00,49670264113246220113422590910622535858423829036472991746
AAPL,2025-12-26T15:13:24.848294,122.37,5568,122.36,122.38,2025-12-26 15:13:24.944000-06:00,49670264113246220113422590910624953710063058294822404098
GOOGL,2025-12-26T15:13:24.902167,156.22,7398,156.21,156.24,2025-12-26 15:13:25-06:00,49670264113246220113422590910626162635882672923997110274
MSFT,2025-12-26T15:13:24.957888,340.75,9031,340.72,340.78,2025-12-26 15:13:25.054000-06:00,49670264113246220113422590910627371561702287621891293186
AMZN,2025-12-26T15:13:25.012620,132.73,1552,132.71,132.74,2025-12-26 15:13:25.108000-06:00,49670264113246220113422590910629789413341516880240705538
JPM,2025-12-26T15:13:25.066997,139.88,3759,139.87,139.89,2025-12-26 15:13:25.162000-06:00,49670264113246220113422590910638251894078819284463648770
AAPL,2025-12-26T15:13:25.122340,121.27,5543,121.26,121.29,2025-12-26 15:13:25.221000-06:00,49670264113246220113422590910639460819898433913638354946
GOOGL,2025-12-26T15:13:25.180197,156.19,5106,156.17,156.21,2025-12-26 15:13:25.278000-06:00,49670264113246220113422590910651550078094580205385416706
MSFT,2025-12-26T15:13:25.246533,339.75,2433,339.71,339.78,2025-12-26 15:13:25.343000-06:00,49670264113246220113422590910655176855553424092909535234
AMZN,2025-12-26T15:13:25.301386,133.55,6222,133.54,133.56,2025-12-26 15:13:25.407000-06:00,49670264113246220113422590910656385781373038722084241410
JPM,2025-12-26T15:13:25.366515,140.75,4256,140.74,140.76,2025-12-26 15:13:25.466000-06:00,49670264113246220113422590910657594707192653351258947586
AAPL,2025-12-26T15:13:25.425794,122.45,1295,122.44,122.46,2025-12-26 15:13:25.525000-06:00,49670264113246220113422590910658803633012267980433653762
GOOGL,2025-12-26T15:13:25.484762,155.91,2325,155.89,155.92,2025-12-26 15:13:25.584000-06:00,49670264113246220113422590910660012558831882609608359938
MSFT,2025-12-26T15:13:25.543676,336.61,6547,336.57,336.64,2025-12-26 15:13:25.644000-06:00,49670264113246220113422590910662430410471111867957772290
AMZN,2025-12-26T15:13:25.603432,133.74,6777,133.73,133.75,2025-12-26 15:13:25.700000-06:00,49670264113246220113422590910667266113749570384656596994
JPM,2025-12-26T15:13:25.660634,139.91,7480,139.89,139.92,2025-12-26 15:13:25.757000-06:00,49670264113246220113422590910675728594486872788879540226
AAPL,2025-12-26T15:13:25.716279,122.26,8950,122.24,122.27,2025-12-26 15:13:25.813000-06:00,49670264113246220113422590910679355371945716676403658754
GOOGL,2025-12-26T15:13:25.772225,154.59,4818,154.57,154.6,2025-12-26 15:13:25.867000-06:00,49670264113246220113422590910681773223584945934753071106
MSFT,2025-12-26T15:13:25.826230,335.13,8642,335.1,335.16,2025-12-26 15:13:25.922000-06:00,49670264113246220113422590910682982149404560563927777282
AMZN,2025-12-26T15:13:25.882111,134.55,3268,134.54,134.56,2025-12-26 15:13:25.980000-06:00,49670264113246220113422590910686608926863404451451895810
JPM,2025-12-26T15:13:25.938007,140.47,1360,140.45,140.48,2025-12-26 15:13:26.035000-06:00,49670264113246220113422590910687817852683019080626601986
AAPL,2025-12-26T15:13:25.993503,121.19,1950,121.17,121.2,2025-12-26 15:13:26.090000-06:00,49670264113246220113422590910692653555961477597325426690
GOOGL,2025-12-26T15:13:26.048608,154.66,1479,154.64,154.67,2025-12-26 15:13:26.146000-06:00,49670264113246220113422590910699907110879165372373663746
MSFT,2025-12-26T15:13:26.104526,336.66,3433,336.63,336.69,2025-12-26 15:13:26.203000-06:00,49670264113246220113422590910701116036698780001548369922
AMZN,2025-12-26T15:13:26.161376,135.05,6517,135.04,135.06,2025-12-26 15:13:26.259000-06:00,49670264113246220113422590910704742814157623889072488450
JPM,2025-12-26T15:13:26.220184,140.97,5635,140.95,140.98,2025-12-26 15:13:26.316000-06:00,49670264113246220113422590910720458849812614068343668738
AAPL,2025-12-26T15:13:26.274828,120.94,3688,120.92,120.95,2025-12-26 15:13:26.373000-06:00,49670264113246220113422590910724085627271457955867787266
GOOGL,2025-12-26T15:13:26.330818,155.66,1654,155.64,155.67,2025-12-26 15:13:26.428000-06:00,49670264113246220113422590910730130256369531101741318146
MSFT,2025-12-26T15:13:26.386689,339.79,9011,339.76,339.83,2025-12-26 15:13:26.482000-06:00,49670264113246220113422590910731339182189145799635501058
AMZN,2025-12-26T15:13:26.451586,134.68,5292,134.66,134.69,2025-12-26 15:13:26.552000-06:00,49670264113246220113422590910733757033828375057984913410
JPM,2025-12-26T15:13:26.510986,141.41,3324,141.39,141.42,2025-12-26 15:13:26.607000-06:00,49670264113246220113422590910741010588746062833033150466
AAPL,2025-12-26T15:13:26.566985,121.13,9615,121.11,121.14,2025-12-26 15:13:26.661000-06:00,49670264113246220113422590910762771253499126158177861634
GOOGL,2025-12-26T15:13:26.619495,156.04,4818,156.03,156.06,2025-12-26 15:13:26.716000-06:00,49670264113246220113422590910765189105138355416527273986
MSFT,2025-12-26T15:13:26.677120,336.95,5785,336.91,336.98,2025-12-26 15:13:26.773000-06:00,49670264113246220113422590910767606956777584674876686338
AMZN,2025-12-26T15:13:26.731115,134.73,9997,134.72,134.75,2025-12-26 15:13:26.829000-06:00,49670264113246220113422590910770024808416813933226098690
JPM,2025-12-26T15:13:26.786630,142.16,5406,142.15,142.18,2025-12-26 15:13:26.884000-06:00,49670264113246220113422590910773651585875657820750217218
AAPL,2025-12-26T15:13:26.842630,121.78,4852,121.77,121.79,2025-12-26 15:13:26.934000-06:00,49670264113246220113422590910776069437514887079099629570
GOOGL,2025-12-26T15:13:26.892146,156.38,7227,156.36,156.39,2025-12-26 15:13:26.988000-06:00,49670264113246220113422590910777278363334501708274335746
MSFT,2025-12-26T15:13:26.946145,338.02,6874,337.99,338.06,2025-12-26 15:13:27.042000-06:00,49670264113246220113422590910779696214973730966623748098
AMZN,2025-12-26T15:13:27.002658,134.92,5305,134.9,134.93,2025-12-26 15:13:27.100000-06:00,49670264113246220113422590910780905140793345595798454274
JPM,2025-12-26T15:13:27.058741,141.5,8857,141.49,141.51,2025-12-26 15:13:27.154000-06:00,49670264113246220113422590910782114066612960224973160450
AAPL,2025-12-26T15:13:27.112822,120.86,4528,120.85,120.88,2025-12-26 15:13:27.214000-06:00,49670264113246220113422590910783322992432574854147866626
GOOGL,2025-12-26T15:13:27.172091,155.98,9085,155.97,156.0,2025-12-26 15:13:27.268000-06:00,49670264113246220113422590910784531918252189483322572802
MSFT,2025-12-26T15:13:27.225604,339.61,6377,339.57,339.64,2025-12-26 15:13:27.322000-06:00,49670264113246220113422590910785740844071804112497278978
AMZN,2025-12-26T15:13:27.281149,135.09,9103,135.08,135.11,2025-12-26 15:13:27.380000-06:00,49670264113246220113422590910794203324809106516720222210
JPM,2025-12-26T15:13:27.340157,142.63,1545,142.62,142.65,2025-12-26 15:13:27.439000-06:00,49670264113246220113422590910799039028087565033419046914
AAPL,2025-12-26T15:13:27.396825,121.37,4401,121.36,121.39,2025-12-26 15:13:27.494000-06:00,49670264113246220113422590910800247953907179662593753090
GOOGL,2025-12-26T15:13:27.454811,155.27,7694,155.25,155.28,2025-12-26 15:13:27.551000-06:00,49670264113246220113422590910805083657185638179292577794
MSFT,2025-12-26T15:13:27.511389,337.14,2133,337.11,337.18,2025-12-26 15:13:27.608000-06:00,49670264113246220113422590910808710434644482066816696322
AMZN,2025-12-26T15:13:27.567505,135.44,7729,135.42,135.45,2025-12-26 15:13:27.663000-06:00,49670264113246220113422590910811128286283711325166108674
JPM,2025-12-26T15:13:27.623789,142.06,7553,142.04,142.07,2025-12-26 15:13:27.723000-06:00,49670264113246220113422590910813546137922940583515521026
AAPL,2025-12-26T15:13:27.681877,121.02,6370,121.01,121.03,2025-12-26 15:13:27.776000-06:00,49670264113246220113422590910815963989562169841864933378
GOOGL,2025-12-26T15:13:27.734850,155.23,5067,155.21,155.25,2025-12-26 15:13:27.832000-06:00,49670264113246220113422590910823217544479857616913170434
MSFT,2025-12-26T15:13:27.792330,334.21,5519,334.18,334.25,2025-12-26 15:13:27.890000-06:00,49670264113246220113422590910824426470299472246087876610
AMZN,2025-12-26T15:13:27.849346,136.69,8138,136.68,136.71,2025-12-26 15:13:27.945000-06:00,49670264113246220113422590910825635396119087012701536258
JPM,2025-12-26T15:13:27.903939,142.29,6600,142.28,142.31,2025-12-26 15:13:27.996000-06:00,49670264113246220113422590910826844321938701641876242434
AAPL,2025-12-26T15:13:27.954948,121.76,6791,121.75,121.77,2025-12-26 15:13:28.052000-06:00,49670264113246220113422590910829262173577930900225654786
GOOGL,2025-12-26T15:13:28.011638,155.73,5351,155.72,155.75,2025-12-26 15:13:28.110000-06:00,49670264113246220113422590910830471099397545529400360962
MSFT,2025-12-26T15:13:28.070660,335.93,1105,335.89,335.96,2025-12-26 15:13:28.179000-06:00,49670264113246220113422590910835306802676004046099185666
AMZN,2025-12-26T15:13:28.138907,135.62,9243,135.61,135.63,2025-12-26 15:13:28.239000-06:00,49670264113246220113422590910842560357593691821147422722
JPM,2025-12-26T15:13:28.199545,143.41,6750,143.39,143.42,2025-12-26 15:13:28.296000-06:00,49670264113246220113422590910849813912511379596195659778
AAPL,2025-12-26T15:13:28.255554,122.28,4527,122.27,122.29,2025-12-26 15:13:28.354000-06:00,49670264113246220113422590910852231764150608854545072130
GOOGL,2025-12-26T15:13:28.314093,156.71,3751,156.69,156.72,2025-12-26 15:13:28.418000-06:00,49670264113246220113422590910854649615789838112894484482
MSFT,2025-12-26T15:13:28.375646,335.55,8814,335.52,335.58,2025-12-26 15:13:28.474000-06:00,49670264113246220113422590910857067467429067371243896834
AMZN,2025-12-26T15:13:28.432664,136.17,5458,136.16,136.18,2025-12-26 15:13:28.528000-06:00,49670264113246220113422590910858276393248682000418603010
JPM,2025-12-26T15:13:28.487267,142.33,9820,142.31,142.34,2025-12-26 15:13:28.583000-06:00,49670264113246220113422590910860694244887911258768015362
AAPL,2025-12-26T15:13:28.541270,122.84,1019,122.83,122.85,2025-12-26 15:13:28.636000-06:00,49670264113246220113422590910861903170707525887942721538
GOOGL,2025-12-26T15:13:28.595155,155.67,9441,155.65,155.68,2025-12-26 15:13:28.692000-06:00,49670264113246220113422590910864321022346755146292133890
MSFT,2025-12-26T15:13:28.652027,333.7,8359,333.67,333.73,2025-12-26 15:13:28.757000-06:00,49670264113246220113422590910869156725625213662990958594
AMZN,2025-12-26T15:13:28.716812,134.83,3751,134.82,134.85,2025-12-26 15:13:28.813000-06:00,49670264113246220113422590910872783503084057550515077122
JPM,2025-12-26T15:13:28.771862,143.22,4189,143.2,143.23,2025-12-26 15:13:28.869000-06:00,49670264113246220113422590910875201354723286808864489474
AAPL,2025-12-26T15:13:28.827513,121.75,3766,121.73,121.76,2025-12-26 15:13:28.925000-06:00,49670264113246220113422590910886081687099818540156321794
GOOGL,2025-12-26T15:13:28.884189,154.47,2238,154.45,154.48,2025-12-26 15:13:28.981000-06:00,49670264113246220113422590910889708464558662427680440322
MSFT,2025-12-26T15:13:28.939169,336.0,1980,335.97,336.04,2025-12-26 15:13:29.036000-06:00,49670264113246220113422590910896962019476350202728677378
AMZN,2025-12-26T15:13:28.994773,134.59,4613,134.58,134.6,2025-12-26 15:13:29.090000-06:00,49670264113246220113422590910898170945295964831903383554
JPM,2025-12-26T15:13:29.048707,142.72,7491,142.71,142.74,2025-12-26 15:13:29.144000-06:00,49670264113246220113422590910899379871115579461078089730
AAPL,2025-12-26T15:13:29.107433,122.0,8185,121.98,122.01,2025-12-26 15:13:29.204000-06:00,49670264113246220113422590910900588796935194090252795906
GOOGL,2025-12-26T15:13:29.162557,155.45,1445,155.43,155.46,2025-12-26 15:13:29.262000-06:00,49670264113246220113422590910909051277672496494475739138
MSFT,2025-12-26T15:13:29.221026,336.6,1778,336.56,336.63,2025-12-26 15:13:29.319000-06:00,49670264113246220113422590910911469129311725752825151490
AMZN,2025-12-26T15:13:29.278615,135.09,8861,135.08,135.1,2025-12-26 15:13:29.376000-06:00,49670264113246220113422590910912678055131340381999857666
JPM,2025-12-26T15:13:29.335608,141.44,9005,141.43,141.46,2025-12-26 15:13:29.429000-06:00,49670264113246220113422590910918722684229413527873388546
AAPL,2025-12-26T15:13:29.388454,122.68,2225,122.66,122.69,2025-12-26 15:13:29.490000-06:00,49670264113246220113422590910923558387507872044572213250
GOOGL,2025-12-26T15:13:29.449448,155.91,9786,155.9,155.93,2025-12-26 15:13:29.551000-06:00,49670264113246220113422590910928394090786330561271037954
MSFT,2025-12-26T15:13:29.509049,334.98,1544,334.95,335.02,2025-12-26 15:13:29.607000-06:00,49670264113246220113422590910930811942425559819620450306
AMZN,2025-12-26T15:13:29.566273,134.97,2898,134.96,134.98,2025-12-26 15:13:29.661000-06:00,49670264113246220113422590910932020868245174448795156482
JPM,2025-12-26T15:13:29.618930,142.59,4733,142.57,142.6,2025-12-26 15:13:29.712000-06:00,49670264113246220113422590910934438719884403707144568834
AAPL,2025-12-26T15:13:29.670442,122.25,6918,122.24,122.26,2025-12-26 15:13:29.767000-06:00,49670264113246220113422590910940483348982476853018099714
GOOGL,2025-12-26T15:13:29.725109,155.95,9796,155.93,155.96,2025-12-26 15:13:29.822000-06:00,49670264113246220113422590910942901200621706111367512066
MSFT,2025-12-26T15:13:29.783008,332.58,6556,332.55,332.62,2025-12-26 15:13:29.883000-06:00,49670264113246220113422590910950154755539393886415749122
AMZN,2025-12-26T15:13:29.842300,134.29,4175,134.28,134.3,2025-12-26 15:13:29.939000-06:00,49670264113246220113422590910952572607178623144765161474
JPM,2025-12-26T15:13:29.898413,143.05,8107,143.03,143.06,2025-12-26 15:13:29.994000-06:00,49670264113246220113422590910954990458817852403114573826
AAPL,2025-12-26T15:13:29.952430,121.95,5584,121.94,121.97,2025-12-26 15:13:30.050000-06:00,49670264113246220113422590910956199384637467032289280002
GOOGL,2025-12-26T15:13:30.010012,155.45,2862,155.44,155.47,2025-12-26 15:13:30.104000-06:00,49670264113246220113422590910959826162096310919813398530
MSFT,2025-12-26T15:13:30.063240,335.44,3103,335.41,335.48,2025-12-26 15:13:30.157000-06:00,49670264113246220113422590910961035087915925548988104706
AMZN,2025-12-26T15:13:30.117974,135.01,2024,134.99,135.02,2025-12-26 15:13:30.214000-06:00,49670264113246220113422590910963452939555154807337517058
JPM,2025-12-26T15:13:30.174105,142.6,3422,142.59,142.62,2025-12-26 15:13:30.272000-06:00,49670264113246220113422590910968288642833613324036341762
AAPL,2025-12-26T15:13:30.232837,122.81,2501,122.8,122.82,2025-12-26 15:13:30.328000-06:00,49670264113246220113422590910969497568653228021930524674
GOOGL,2025-12-26T15:13:30.285991,156.0,4392,155.99,156.02,2025-12-26 15:13:30.383000-06:00,49670264113246220113422590910975542197751301167804055554
MSFT,2025-12-26T15:13:30.341070,334.65,5179,334.61,334.68,2025-12-26 15:13:30.439000-06:00,49670264113246220113422590910979168975210145055328174082
AMZN,2025-12-26T15:13:30.398684,133.67,5135,133.66,133.68,2025-12-26 15:13:30.504000-06:00,49670264113246220113422590910982795752668988942852292610
JPM,2025-12-26T15:13:30.462685,143.73,9093,143.72,143.75,2025-12-26 15:13:30.562000-06:00,49670264113246220113422590910985213604308218201201704962
AAPL,2025-12-26T15:13:30.520556,123.81,1969,123.8,123.82,2025-12-26 15:13:30.617000-06:00,49670264113246220113422590910991258233406291347075235842
GOOGL,2025-12-26T15:13:30.576704,154.46,9394,154.44,154.47,2025-12-26 15:13:30.674000-06:00,49670264113246220113422590911000929639963208380472885250
MSFT,2025-12-26T15:13:30.632440,336.69,1621,336.65,336.72,2025-12-26 15:13:30.729000-06:00,49670264113246220113422590911003347491602437638822297602
AMZN,2025-12-26T15:13:30.687287,132.68,4147,132.66,132.69,2025-12-26 15:13:30.783000-06:00,49670264113246220113422590911004556417422052267997003778
JPM,2025-12-26T15:13:30.741293,142.54,1447,142.52,142.55,2025-12-26 15:13:30.842000-06:00,49670264113246220113422590911009392120700510784695828482
AAPL,2025-12-26T15:13:30.802979,124.55,7800,124.53,124.56,2025-12-26 15:13:30.900000-06:00,49670264113246220113422590911015436749798583930569359362
GOOGL,2025-12-26T15:13:30.859991,155.55,8946,155.53,155.56,2025-12-26 15:13:30.955000-06:00,49670264113246220113422590911017854601437813188918771714
MSFT,2025-12-26T15:13:30.913820,338.59,4752,338.56,338.62,2025-12-26 15:13:31.009000-06:00,49670264113246220113422590911019063527257427818093477890
AMZN,2025-12-26T15:13:30.968838,131.65,3178,131.64,131.67,2025-12-26 15:13:31.069000-06:00,49670264113246220113422590911022690304716271705617596418
JPM,2025-12-26T15:13:31.028685,141.62,7574,141.6,141.63,2025-12-26 15:13:31.137000-06:00,49670264113246220113422590911026317082175115593141714946
AAPL,2025-12-26T15:13:31.095629,124.3,6129,124.28,124.31,2025-12-26 15:13:31.188000-06:00,49670264113246220113422590911029943859633959480665833474
GOOGL,2025-12-26T15:13:31.146747,154.93,2649,154.91,154.94,2025-12-26 15:13:31.244000-06:00,49670264113246220113422590911032361711273188739015245826
MSFT,2025-12-26T15:13:31.201597,336.03,9749,335.99,336.06,2025-12-26 15:13:31.297000-06:00,49670264113246220113422590911040824192010491211957665794
AMZN,2025-12-26T15:13:31.255599,130.76,6581,130.74,130.77,2025-12-26 15:13:31.352000-06:00,49670264113246220113422590911045659895288949728656490498
JPM,2025-12-26T15:13:31.310466,142.41,7990,142.39,142.42,2025-12-26 15:13:31.407000-06:00,49670264113246220113422590911049286672747793616180609026
AAPL,2025-12-26T15:13:31.365457,124.12,4446,124.1,124.13,2025-12-26 15:13:31.461000-06:00,49670264113246220113422590911052913450206637503704727554
GOOGL,2025-12-26T15:13:31.420220,153.77,3211,153.75,153.79,2025-12-26 15:13:31.519000-06:00,49670264113246220113422590911056540227665481391228846082
MSFT,2025-12-26T15:13:31.481341,338.48,3196,338.45,338.52,2025-12-26 15:13:31.579000-06:00,49670264113246220113422590911057749153485096020403552258
AMZN,2025-12-26T15:13:31.540078,131.88,9664,131.87,131.89,2025-12-26 15:13:31.638000-06:00,49670264113246220113422590911062584856763554537102376962
JPM,2025-12-26T15:13:31.597934,141.61,1493,141.6,141.63,2025-12-26 15:13:31.701000-06:00,49670264113246220113422590911068629485861627682975907842
AAPL,2025-12-26T15:13:31.659928,125.22,5560,125.2,125.23,2025-12-26 15:13:31.757000-06:00,49670264113246220113422590911075883040779315458024144898
GOOGL,2025-12-26T15:13:31.715772,153.76,8667,153.74,153.77,2025-12-26 15:13:31.813000-06:00,49670264113246220113422590911077091966598930087198851074
MSFT,2025-12-26T15:13:31.771793,337.86,6470,337.82,337.89,2025-12-26 15:13:31.868000-06:00,49670264113246220113422590911078300892418544716373557250
AMZN,2025-12-26T15:13:31.826645,131.72,9525,131.71,131.73,2025-12-26 15:13:31.922000-06:00,49670264113246220113422590911080718744057773974722969602
JPM,2025-12-26T15:13:31.880763,142.98,7284,142.97,143.0,2025-12-26 15:13:31.976000-06:00,49670264113246220113422590911081927669877388603897675778
AAPL,2025-12-26T15:13:31.936508,125.64,2315,125.63,125.65,2025-12-26 15:13:32.033000-06:00,49670264113246220113422590911084345521516617862247088130
GOOGL,2025-12-26T15:13:31.991315,155.1,8639,155.08,155.11,2025-12-26 15:13:32.087000-06:00,49670264113246220113422590911085554447336232491421794306
MSFT,2025-12-26T15:13:32.046281,338.75,1297,338.72,338.79,2025-12-26 15:13:32.141000-06:00,49670264113246220113422590911087972298975461749771206658
AMZN,2025-12-26T15:13:32.100247,131.44,9760,131.43,131.46,2025-12-26 15:13:32.196000-06:00,49670264113246220113422590911090390150614691008120619010
JPM,2025-12-26T15:13:32.159240,141.8,8213,141.78,141.81,2025-12-26 15:13:32.255000-06:00,49670264113246220113422590911092808002253920266470031362
AAPL,2025-12-26T15:13:32.214076,125.94,7240,125.93,125.96,2025-12-26 15:13:32.310000-06:00,49670264113246220113422590911094016928073534895644737538
GOOGL,2025-12-26T15:13:32.275217,155.17,9974,155.15,155.18,2025-12-26 15:13:32.374000-06:00,49670264113246220113422590911097643705532378783168856066
MSFT,2025-12-26T15:13:32.331936,339.33,9015,339.3,339.36,2025-12-26 15:13:32.429000-06:00,49670264113246220113422590911100061557171608041518268418
AMZN,2025-12-26T15:13:32.387706,132.37,1876,132.36,132.39,2025-12-26 15:13:32.487000-06:00,49670264113246220113422590911101270482991222670692974594
JPM,2025-12-26T15:13:32.446817,142.24,6332,142.23,142.26,2025-12-26 15:13:32.544000-06:00,49670264113246220113422590911103688334630451929042386946
AAPL,2025-12-26T15:13:32.503410,125.53,9221,125.52,125.55,2025-12-26 15:13:32.600000-06:00,49670264113246220113422590911104897260450066558217093122
GOOGL,2025-12-26T15:13:32.559310,154.23,3081,154.21,154.24,2025-12-26 15:13:32.656000-06:00,49670264113246220113422590911107315112089295816566505474
MSFT,2025-12-26T15:13:32.618262,341.63,4621,341.59,341.66,2025-12-26 15:13:32.715000-06:00,49670264113246220113422590911109732963728525074915917826
AMZN,2025-12-26T15:13:32.675415,131.61,1156,131.6,131.63,2025-12-26 15:13:32.773000-06:00,49670264113246220113422590911110941889548139841529577474
JPM,2025-12-26T15:13:32.731044,141.51,2339,141.49,141.52,2025-12-26 15:13:32.828000-06:00,49670264113246220113422590911114568667006983729053696002
AAPL,2025-12-26T15:13:32.787005,124.98,8849,124.97,124.99,2025-12-26 15:13:32.880000-06:00,49670264113246220113422590911115777592826598358228402178
GOOGL,2025-12-26T15:13:32.839000,155.5,8803,155.48,155.51,2025-12-26 15:13:32.936000-06:00,49670264113246220113422590911123031147744286133276639234
MSFT,2025-12-26T15:13:32.894576,338.98,2249,338.94,339.01,2025-12-26 15:13:32.991000-06:00,49670264113246220113422590911126657925203130020800757762
AMZN,2025-12-26T15:13:32.950547,131.39,3229,131.38,131.41,2025-12-26 15:13:33.047000-06:00,49670264113246220113422590911129075776842359279150170114
JPM,2025-12-26T15:13:33.005389,142.24,1740,142.22,142.25,2025-12-26 15:13:33.100000-06:00,49670264113246220113422590911131493628481588537499582466
AAPL,2025-12-26T15:13:33.059376,125.95,2643,125.94,125.96,2025-12-26 15:13:33.155000-06:00,49670264113246220113422590911136329331760047054198407170
GOOGL,2025-12-26T15:13:33.114251,156.75,2619,156.74,156.77,2025-12-26 15:13:33.211000-06:00,49670264113246220113422590911137538257579661683373113346
MSFT,2025-12-26T15:13:33.170238,336.48,4229,336.45,336.51,2025-12-26 15:13:33.268000-06:00,49670264113246220113422590911147209664136578716770762754
AMZN,2025-12-26T15:13:33.227090,132.01,5821,132.0,132.03,2025-12-26 15:13:33.330000-06:00,49670264113246220113422590911158089996513110379343118338
JPM,2025-12-26T15:13:33.289955,143.55,3370,143.54,143.56,2025-12-26 15:13:33.390000-06:00,49670264113246220113422590911160507848152339637692530690
AAPL,2025-12-26T15:13:33.348964,124.8,9955,124.79,124.81,2025-12-26 15:13:33.446000-06:00,49670264113246220113422590911168970328889642041915473922
GOOGL,2025-12-26T15:13:33.406821,157.16,2745,157.14,157.17,2025-12-26 15:13:33.503000-06:00,49670264113246220113422590911171388180528871300264886274
MSFT,2025-12-26T15:13:33.463814,339.73,2644,339.69,339.76,2025-12-26 15:13:33.559000-06:00,49670264113246220113422590911176223883807329816963710978
AMZN,2025-12-26T15:13:33.519671,132.8,9433,132.79,132.82,2025-12-26 15:13:33.616000-06:00,49670264113246220113422590911178641735446559075313123330
JPM,2025-12-26T15:13:33.576648,143.68,7759,143.67,143.7,2025-12-26 15:13:33.674000-06:00,49670264113246220113422590911181059587085788333662535682
AAPL,2025-12-26T15:13:33.632395,124.6,1694,124.58,124.61,2025-12-26 15:13:33.731000-06:00,49670264113246220113422590911183477438725017592011948034
GOOGL,2025-12-26T15:13:33.691162,157.33,6682,157.32,157.35,2025-12-26 15:13:33.787000-06:00,49670264113246220113422590911185895290364246850361360386
MSFT,2025-12-26T15:13:33.748274,341.23,8267,341.2,341.27,2025-12-26 15:13:33.881000-06:00,49670264113246220113422590911189522067823090737885478914
AMZN,2025-12-26T15:13:33.842077,133.25,5084,133.24,133.26,2025-12-26 15:13:33.941000-06:00,49670264113246220113422590911190730993642705367060185090
JPM,2025-12-26T15:13:33.899987,143.68,1939,143.67,143.7,2025-12-26 15:13:33.997000-06:00,49670264113246220113422590911194357771101549254584303618
AAPL,2025-12-26T15:13:33.955985,125.1,8054,125.09,125.12,2025-12-26 15:13:34.053000-06:00,49670264113246220113422590911197984548560393142108422146
